ID,METODE,DATA,Codi_Districte,Nom_Districte,F0,F1,F2,RENDA,Q1,Q2,EDAT,ID4,ID4_PAIS,ID5,P9,ID7,ID8,ID9,P1,P1A,Q1A,P1B,P2_1,P2_2,P2_3,P2_4,P2_6,P2_7,P2_5,P2_5B,P2,P2A,P2B,P3_1,P3_2,P3_3,P3_0,P3_95,P3_98,P3_99,P4,P5A_1,P5A_2,P5A_3,P5A_4,P5A_5,P5A_6,P5A_7,P5A_8,P5A_9,P5A_10,P5A_11,P5A_12,P5A_13,P5A_14,P5A_15,P5A_16,P5A_17,P5A_18,P5A_19,P5A_20,P5A_18_cod,P6,P7,Q8,P8B,P9B,P10,P10B_1,P10B_2,P10B_3,P10B_4,P10B_5,P10B_6,P10B_95,P10B_98,P10B_99,P11_0,P11_1,P11_2,P11_3,P11_4,P11_5,P11_98,P11_99,P11B,P11C_1,P11C_2,P11C_3,P11C_4,P11C_5,P11C_6,P11C_95,P11C_98,P11C_99,P12,Q12,P13,P13B_1,P13B_2,P13B_3,P13B_4,P13B_5,P13B_98,P13B_99,ID10,ID11,P14,P14_1cod,P14_2cod,P5A_1rec,P5A_2rec,P5A_3rec,P5A_4rec,P5A_5rec,P5A_6rec,P5A_7rec,P5A_8rec,P5A_9rec,P5A_10rec,P5A_11rec,P5A_12rec,P5A_13rec,P5A_14rec,P5A_15rec,P5A_16rec,P5A_17rec,P5A_18rec,P5A_19rec,P5A_20rec,P2_LLAR,Longitud,Latitud,Pes
5594,1,20201028,5,Sarrià - Sant Gervasi,1,1,1,5,2,49,4,1,,1,2,4,4,1,1,2,7,,4,1,3,1,1,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,2,5,1,4,5,2,1,2,4,5,4,3,5,5,1,5,,1,0,,2,2,1,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,9,2.144137,41.4028439,0.6277690
5598,1,20201028,9,Sant Andreu,1,1,1,2,2,25,2,1,,1,4,3,2,0,1,2,7,,3,2,2,1,0,0,0,,1,1,,1,,,,,,,1,1,1,1,1,5,5,1,2,1,3,1,1,5,2,4,4,5,3,1,1,99,1,0,,3,1,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,6,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,8,2.1915373,41.4263638,2.0621540
5602,1,20201028,2,Eixample,1,1,1,3,1,36,3,1,,1,2,4,3,1,1,2,7,,2,1,2,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,4,4,3,1,4,4,5,4,3,5,5,1,1,,5,0,,2,1,2,,,,,5,,,,,,,,3,,,,,1,,,,,,,,,,2,7,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,5,2.1748048,41.4063353,0.8457860
5607,1,20201028,2,Eixample,1,1,1,5,1,43,3,1,,1,1,4,5,3,1,1,3,,2,0,3,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,1,1,4,4,5,2,5,5,5,5,5,5,3,5,2,2,2,0,,1,2,2,1,2,,,,,,,,,,2,,,,,,1,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,5,2.1689949,41.3962897,0.7929690
5610,1,20201028,2,Eixample,2,1,1,3,1,44,3,1,,1,1,4,3,1,1,2,8,,2,3,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,3,5,5,1,2,3,3,1,5,4,5,5,3,5,5,1,3,,1,6,6,,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,6,2.1790872,41.3959915,0.8457860
5612,1,20201028,1,Ciutat Vella,2,1,1,3,1,41,3,2,,1,5,3,2,0,1,2,9,,1,1,0,1,0,1,0,,2,,,1,,,,,,,1,3,1,2,2,5,5,2,5,5,5,2,5,5,5,5,2,2,5,2,2,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,3,2,,,,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,3,2.1780012,41.3858343,0.8457860
5619,1,20201028,5,Sarrià - Sant Gervasi,1,1,1,5,2,41,3,1,,1,4,4,4,2,1,2,10,,2,2,0,0,0,0,0,,1,1,,1,,,,,,,1,1,1,5,2,5,1,5,5,3,4,5,3,5,5,5,5,5,5,2,1,,1,0,,5,1,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,2,9,3,,,,,,,,5,2,,,,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,4,2.13767,41.40974,0.6917370
5621,1,20201030,8,Nou Barris,1,1,1,1,1,59,5,1,,3,,1,1,0,1,1,10,,1,0,1,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,4,1,5,5,5,3,5,5,3,2,5,5,5,5,5,5,5,5,,2,4,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,2,,,,,,,,5,2,,,,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2.1841665,41.4469834,0.6081390
5634,1,20201028,5,Sarrià - Sant Gervasi,2,1,1,5,1,34,2,3,356,2,,4,4,2,1,2,98,,2,0,0,0,0,0,0,,1,1,,1,,,,,,,1,1,1,2,2,5,5,1,4,4,5,5,5,5,2,4,4,4,5,5,2,,1,5,98,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,3,2,,,,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2.1588769,41.3788929,0.8150680
5637,1,20201028,8,Nou Barris,1,1,1,1,2,21,1,1,,5,,4,3,0,1,98,10,,3,0,0,1,1,1,0,,1,98,,1,,,,,,,1,1,1,2,2,5,5,2,3,1,5,4,5,5,4,5,4,5,5,2,3,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,3,2,,,,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,4,2.1681413,41.4401086,0.7339180
5638,1,20201028,3,Sants - Montjuïc,2,1,1,2,1,23,1,3,76,2,,3,2,0,1,2,10,,2,0,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,2,2,3,2,5,5,2,3,5,5,5,1,2,,1,0,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,4,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,4,2.1588799,41.3784106,1.8520060
5644,1,20201028,8,Nou Barris,2,1,1,1,2,44,3,1,,1,2,4,4,1,1,2,5,,4,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,2,1,5,5,5,5,4,3,2,2,2,5,4,5,2,4,5,5,2,5,,1,0,,1,1,2,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,2,5,3,,,,,,,,4,2,,,,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,6,,,0.6154540
5648,1,20201028,3,Sants - Montjuïc,2,1,2,2,1,33,2,1,,2,,2,4,0,1,2,8,,4,0,4,0,0,0,0,,1,1,,1,,,,,,,1,1,1,5,1,4,5,1,4,4,4,1,4,5,1,5,4,5,5,5,1,,1,0,,2,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,8,2.1533421,41.3752554,1.8377240
5653,1,20201030,5,Sarrià - Sant Gervasi,1,1,1,5,2,64,5,1,,1,1,3,2,0,1,1,4,,2,2,2,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,5,1,5,5,1,2,4,2,1,5,5,5,4,4,5,5,5,2,,2,0,,1,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,3,2,,,,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,7,2.1473316,41.4017485,0.5724590
5657,1,20201028,8,Nou Barris,1,1,1,1,2,43,3,1,,1,4,6,3,1,1,2,8,,3,1,1,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,3,2,1,2,3,3,2,3,5,4,3,4,5,5,1,2,,1,0,,3,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,6,2.2030617,41.4053254,0.6154540
5660,1,20201028,9,Sant Andreu,2,1,1,2,1,22,1,1,,2,,5,2,0,1,2,9,,2,1,0,1,0,1,2,1,1,1,,1,2,,,,,,1,2,1,4,1,5,2,1,3,3,3,2,5,5,3,4,4,5,5,2,1,,5,0,,1,,,,,,,,,,,,,,2,3,,,,,1,,,,,,,,,,2,6,3,,,,,,,,3,2,,,,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,4,2.1873988,41.4397766,1.8520060
5665,1,20201028,1,Ciutat Vella,1,1,1,2,1,44,3,1,,1,5,1,1,0,1,2,8,,1,0,1,0,0,1,0,,1,1,,1,2,,,,,,1,4,1,4,1,5,4,1,5,4,5,5,4,5,5,4,4,5,5,1,1,,1,6,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,3,2,,,,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,,,1.8220920
5672,1,20201028,8,Nou Barris,2,1,1,1,2,44,3,1,,1,5,5,3,1,1,2,10,,2,2,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,5,1,3,4,4,5,5,4,4,5,5,1,2,,1,4,10,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,6,2.1783083,41.4287766,0.6154540
5680,1,20201028,8,Nou Barris,2,1,1,1,1,51,4,1,,1,2,3,2,0,1,1,4,,1,0,1,1,0,0,0,,1,1,,1,2,,,,,,1,4,1,5,5,5,5,1,4,4,4,4,5,5,5,5,5,5,5,5,5,,2,0,,98,1,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,3,,,,,,,,4,2,,,,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2.1760477,41.43521,0.5916310
5682,1,20201028,8,Nou Barris,1,1,1,1,1,38,3,1,,1,5,4,3,0,1,2,6,,3,3,2,3,0,2,0,,1,1,,1,,,,,,,1,1,1,5,1,5,1,1,2,5,2,1,4,4,4,4,4,2,1,1,1,4,1,6,5,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,2,6,1,,,,,,98,,3,2,,,,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,11,2.1719,41.43807,0.6567770
5688,1,20201028,4,Les Corts,2,1,2,4,1,24,1,1,,1,2,2,4,0,1,2,7,,4,0,4,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,2,1,1,5,2,3,1,5,5,3,5,5,5,5,1,1,,1,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,8,2.1969061,41.4159122,0.7218840
5689,1,20201028,8,Nou Barris,3,1,1,1,2,33,2,1,,1,5,3,2,0,1,2,6,,2,0,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,3,5,5,5,1,3,3,3,2,2,5,5,3,3,5,5,2,1,,1,0,,2,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,3,,,,,,,,2,2,,,,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,2.1782008,41.4622331,0.6941870
5690,1,20201028,10,Sant Martí,2,1,1,4,2,32,2,3,643,1,4,3,2,0,1,2,9,,2,1,3,1,1,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,3,1,2,4,4,1,2,4,4,4,4,4,5,5,1,2,,1,0,,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,2.2030567,41.4082456,0.7420530
5692,1,20201028,8,Nou Barris,1,1,1,1,1,44,3,1,,1,3,2,3,0,1,2,8,,1,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,5,5,4,4,4,3,3,5,5,4,3,5,5,5,5,,1,0,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2.1750559,41.4413454,0.6567770
5693,1,20201028,1,Ciutat Vella,3,1,2,3,2,24,1,3,528,1,3,5,2,0,1,2,8,,2,2,2,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,2,5,1,1,1,1,2,1,3,1,1,3,4,5,1,1,,1,5,5,,2,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2.1787207,41.3821146,1.0476640
5695,1,20201028,4,Les Corts,2,1,1,4,1,23,1,2,,1,4,1,1,0,1,2,8,,2,1,1,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,5,1,3,2,5,2,4,4,1,3,5,5,5,2,1,,1,0,,2,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,4,2.1413719,41.3855468,0.7218840
5696,1,20201028,2,Eixample,2,1,1,3,1,39,3,3,392,1,2,3,2,0,1,2,8,,2,2,1,0,0,1,0,,1,1,,1,2,,,,,,1,4,1,4,2,2,5,1,2,4,4,5,5,5,5,4,4,5,5,5,1,,2,0,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,5,2.1771675,41.4037722,0.8457860
5698,1,20201028,3,Sants - Montjuïc,1,1,1,2,1,42,3,1,,1,1,4,4,2,1,1,9,,2,1,0,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,4,1,5,5,1,2,3,4,2,5,5,2,4,4,5,5,1,1,,1,0,,1,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,2,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,4,2.1405597,41.3758821,1.8220920
5704,1,20201028,2,Eixample,1,1,1,5,1,18,1,1,,5,,4,3,0,1,2,10,,3,0,2,1,2,2,0,,1,1,,1,,,,,,,1,1,1,1,1,5,3,1,1,1,3,2,2,5,4,3,4,5,4,1,1,2,1,5,7,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,0,,1,1,,,,,,,3,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,6,2.1714766,41.3974799,0.7610760
5708,1,20201028,5,Sarrià - Sant Gervasi,1,1,1,5,1,43,3,1,,1,2,4,4,2,1,2,6,,4,2,2,0,1,1,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,3,3,3,1,3,4,5,4,4,5,5,2,2,,2,0,,3,2,1,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,8,2.1504253,41.3972813,0.7929690
5709,1,20201102,9,Sant Andreu,2,1,1,2,2,69,6,1,,3,,1,1,0,2,,,95,1,1,0,0,0,0,0,,1,1,,1,,,,,,,1,2,1,3,5,5,5,1,4,4,5,1,5,5,5,4,4,5,5,5,2,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2.1860974,41.4311117,2.0410940
5716,1,20201028,2,Eixample,2,1,1,5,2,21,1,2,,2,,3,2,0,1,98,8,,3,0,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,2,1,1,5,1,4,5,4,5,2,5,5,5,5,3,1,,1,6,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,4,2,,,,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,5,,,1.0313350
5732,1,20201028,8,Nou Barris,1,1,1,1,1,77,7,1,,3,,3,2,0,1,2,8,,2,0,1,0,0,0,0,,1,1,,1,,,,,,,1,2,1,1,2,5,5,1,4,3,4,2,5,4,5,4,5,5,5,2,3,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,5,2,,,,,,,,2,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,3,2.1760477,41.43521,0.6435620
5735,1,20201028,2,Eixample,2,1,1,3,1,41,3,3,484,1,4,3,2,0,1,1,7,,2,2,3,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,5,1,4,5,3,2,4,3,5,4,4,5,5,2,2,,1,0,,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,7,2.1522959,41.375664,0.8457860
5739,1,20201028,8,Nou Barris,2,1,1,1,1,42,3,3,586,1,5,4,4,2,1,2,7,,2,0,0,1,0,0,0,,1,1,,1,,,,,,,1,2,1,2,1,5,5,1,4,4,4,2,5,5,5,4,4,5,5,3,2,,1,6,8,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,2,,,,,,,,3,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,3,2.1693895,41.4345389,0.6567770
5740,1,20201028,2,Eixample,1,1,1,4,2,28,2,1,,1,3,2,3,0,1,2,7,,3,0,3,0,0,0,0,,1,1,,1,,,,,,,1,1,1,1,1,4,5,1,4,4,5,2,4,5,5,5,3,5,5,1,1,,1,0,,1,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,5,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,6,2.1530979,41.3791419,0.7420530
5747,1,20201028,1,Ciutat Vella,1,1,1,3,1,42,3,1,,1,2,1,1,0,1,2,7,,1,2,2,1,1,1,0,,1,1,,1,2,,,,,,1,1,1,1,2,5,4,1,3,3,3,3,4,5,5,5,4,5,5,1,1,,1,0,,4,1,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,6,2.1763902,41.3865742,0.8457860
5748,1,20201028,10,Sant Martí,2,1,1,4,1,40,3,3,380,1,1,4,4,2,1,2,8,,2,1,2,0,1,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,1,2,3,1,2,5,2,4,4,5,3,1,2,2,1,4,7,,2,2,,,,,5,,,,,,,,3,,,,,1,,,,,,,,,,2,9,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,2.1910886,41.3908928,0.7611000
5755,1,20201028,8,Nou Barris,2,1,1,1,1,32,2,1,,1,2,3,2,0,1,2,8,,2,1,1,1,2,1,0,,1,1,,1,2,,,,,,1,1,1,5,1,5,1,1,1,1,3,2,5,5,5,5,4,2,2,1,1,2,1,0,,2,1,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,10,3,,,,,,,,4,2,,,,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,5,2.1689738,41.4320297,0.7303470
5759,1,20201029,4,Les Corts,2,1,1,4,1,20,1,1,,5,,4,3,0,1,1,7,,3,0,1,0,1,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,2,1,1,4,3,2,2,5,5,4,3,5,4,1,1,2,1,5,5,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,3,,,,,,,,3,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,4,2.1234175,41.3774687,0.7218840
5763,1,20201028,8,Nou Barris,2,1,1,1,2,20,1,1,,5,,6,4,0,1,2,9,,3,0,1,2,1,1,0,,1,1,,1,,,,,,,1,1,1,1,1,1,1,2,1,4,3,1,5,5,1,5,4,5,5,1,1,,1,6,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,4,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,6,2.1937107,41.4530495,0.7339180
5767,1,20201028,5,Sarrià - Sant Gervasi,1,1,1,5,2,31,2,1,,1,2,3,2,0,1,2,10,,3,0,0,1,0,0,1,3,1,1,,1,2,,,,,,1,1,1,1,1,5,5,1,4,1,3,2,5,4,5,5,3,5,3,2,2,1,2,0,,2,2,,,,,,,,,,,,1,,3,,,,,1,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,4,2.1247043,41.3974299,0.7235720
5775,1,20201028,3,Sants - Montjuïc,3,1,1,2,1,28,2,1,,1,3,1,1,0,1,2,9,,1,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,1,1,1,1,3,2,3,4,4,4,4,3,4,1,1,2,5,0,,3,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.1384706,41.3834918,1.8377240
5777,1,20201102,9,Sant Andreu,1,1,1,2,1,30,2,1,,1,5,5,2,0,1,2,8,,0,1,0,1,0,0,0,,2,,,1,2,,,,,,1,1,1,5,1,5,4,1,4,4,3,3,5,5,5,5,4,5,5,2,1,,1,0,,3,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,2,,,,,,,,4,2,,,,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2.1884295,41.4164901,1.8377240
5783,1,20201028,4,Les Corts,2,1,1,4,1,33,2,1,,1,5,3,2,0,1,2,9,,2,1,1,1,0,2,0,,1,1,,1,,,,,,,1,1,1,3,1,4,5,1,4,4,2,2,5,4,5,5,4,5,5,1,1,,1,0,,2,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,1,,3,,,,,,,,4,2,,,,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,5,2.1389102,41.3860587,0.6963770
5785,1,20201029,2,Eixample,1,1,1,3,2,31,2,1,,1,4,4,3,1,1,2,8,,2,0,2,1,0,2,1,3,1,1,,1,2,,,,,,1,1,1,3,1,1,5,2,3,5,3,1,3,5,5,3,4,5,5,1,2,,1,0,,3,1,2,,,,,,6,,,,,,,3,,,,,1,,,,,,,,,,2,8,2,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,5,2.1629025,41.3823785,0.9891230
5787,1,20201028,2,Eixample,1,1,1,3,1,23,1,1,,5,,4,4,0,1,2,6,,4,2,3,0,1,1,0,,1,1,,1,,,,,,,1,1,1,1,1,5,2,1,2,5,3,2,3,5,3,4,4,5,5,2,1,,1,0,,4,,,,,,,,,,,,,1,,,,5,,,1,,,,,,,,,,2,7,3,,,,,,,,3,2,,,,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,9,2.1771483,41.4033228,1.0625790
5789,1,20201028,2,Eixample,2,1,1,3,2,37,3,1,,1,2,1,1,0,1,2,8,,1,1,1,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,4,4,3,2,3,4,5,2,4,5,4,4,1,2,1,0,,4,1,,,,,,,,,,,,1,,3,,,,,1,,,,,,,,,,2,7,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,2.1769372,41.4072572,0.9271300
5791,1,20201028,10,Sant Martí,1,1,2,4,1,38,3,1,,1,2,3,2,0,1,1,8,,2,1,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,2,5,1,1,5,3,1,4,5,5,4,4,5,4,4,3,2,1,0,,1,1,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,0,,1,,2,,,,,,5,2,,,,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,5,2.193101,41.4020628,0.7611000
5793,1,20201028,3,Sants - Montjuïc,2,1,1,2,2,31,2,1,,2,,6,6,2,1,2,7,,7,0,0,1,0,5,5,1,1,1,,1,,,,,,,1,1,1,1,1,5,1,1,2,1,2,3,5,5,3,2,2,5,4,1,1,1,1,6,9,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,2,,,,,,,,2,2,,,,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,8,2.1374163,41.3601346,2.0621540
5794,1,20201028,2,Eixample,1,1,1,3,1,19,1,1,,5,,4,3,0,1,2,5,,99,99,99,99,0,0,99,,2,,,1,,,,,,,1,1,1,1,1,5,5,1,4,4,4,5,1,5,4,3,4,5,4,4,1,2,1,0,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,,2.1581092,41.3822433,1.0625790
5798,1,20201102,2,Eixample,2,1,1,3,1,34,2,1,,1,4,3,2,0,1,2,10,,3,0,2,1,2,1,3,2,1,1,,1,2,,,,,,1,1,1,1,1,1,1,1,3,4,2,1,3,2,2,4,4,2,3,1,1,2,1,6,5,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2.1605011,41.37876,0.9521990
5800,1,20201028,2,Eixample,2,1,1,3,1,33,2,3,170,2,,4,3,1,1,2,6,,2,1,0,0,0,1,0,,1,1,,1,,,,,,,1,1,1,1,1,3,1,1,1,3,1,1,2,4,1,3,2,4,3,2,1,2,1,5,5,,,3,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,2,,,,,,,,4,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.1712169,41.4052531,0.9521990
5801,1,20201028,2,Eixample,2,1,1,3,1,44,3,3,528,1,4,4,4,2,1,2,9,,2,3,1,0,1,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,1,1,5,5,4,2,3,5,5,5,4,5,5,2,2,,1,0,,2,2,1,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,6,2.1441131,41.3851786,0.8457860
