ID,METODE,DATA,Codi_Districte,Nom_Districte,F0,F1,F2,RENDA,Q1,Q2,EDAT,ID4,ID4_PAIS,ID5,P9,ID7,ID8,ID9,P1,P1A,Q1A,P1B,P2_1,P2_2,P2_3,P2_4,P2_6,P2_7,P2_5,P2_5B,P2,P2A,P2B,P3_1,P3_2,P3_3,P3_0,P3_95,P3_98,P3_99,P4,P5A_1,P5A_2,P5A_3,P5A_4,P5A_5,P5A_6,P5A_7,P5A_8,P5A_9,P5A_10,P5A_11,P5A_12,P5A_13,P5A_14,P5A_15,P5A_16,P5A_17,P5A_18,P5A_19,P5A_20,P5A_18_cod,P6,P7,Q8,P8B,P9B,P10,P10B_1,P10B_2,P10B_3,P10B_4,P10B_5,P10B_6,P10B_95,P10B_98,P10B_99,P11_0,P11_1,P11_2,P11_3,P11_4,P11_5,P11_98,P11_99,P11B,P11C_1,P11C_2,P11C_3,P11C_4,P11C_5,P11C_6,P11C_95,P11C_98,P11C_99,P12,Q12,P13,P13B_1,P13B_2,P13B_3,P13B_4,P13B_5,P13B_98,P13B_99,ID10,ID11,P14,P14_1cod,P14_2cod,P5A_1rec,P5A_2rec,P5A_3rec,P5A_4rec,P5A_5rec,P5A_6rec,P5A_7rec,P5A_8rec,P5A_9rec,P5A_10rec,P5A_11rec,P5A_12rec,P5A_13rec,P5A_14rec,P5A_15rec,P5A_16rec,P5A_17rec,P5A_18rec,P5A_19rec,P5A_20rec,P2_LLAR,Longitud,Latitud,Pes
1499,1,20201021,6,Gràcia,1,1,2,3,2,63,5,1,,1,4,4,3,0,1,2,7,,3,1,1,2,0,1,0,,1,1,,1,2,,,,,,1,1,1,5,5,5,5,2,3,5,3,1,3,5,5,2,3,5,5,2,4,,1,6,2,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,7,2.1604791,41.4100008,0.8096400
1501,1,20201021,9,Sant Andreu,2,1,1,2,1,33,2,1,,1,3,3,2,0,1,2,8,,2,0,2,0,0,0,1,2,1,1,,1,2,,,,,,1,1,1,2,1,2,2,1,5,2,2,2,4,5,5,5,4,5,5,2,2,,2,0,,1,1,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,3,,,,,,,,4,2,,,,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,4,2.1892849,41.4297916,1.8377240
1504,1,20201021,10,Sant Martí,1,1,1,2,2,34,2,1,,1,5,2,3,0,1,1,98,,3,0,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,4,1,4,1,1,5,4,4,3,5,3,5,5,4,5,4,1,3,98,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,4,2,,,,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,5,2.1840867,41.4148076,2.0621540
1506,1,20201021,4,Les Corts,1,1,1,4,1,58,5,1,,3,,3,2,0,1,2,8,,2,0,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,4,1,1,5,1,4,3,4,2,5,5,5,4,4,5,5,1,1,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,3,2.1335301,41.3841699,0.6960400
1507,1,20201021,7,Horta - Guinardó,2,1,1,2,2,37,3,1,,1,4,3,2,0,1,1,5,,2,0,2,0,0,0,2,3,1,1,,1,2,,,,,,1,1,1,3,1,5,1,1,2,4,4,2,5,4,5,4,4,5,3,2,2,1,1,2,9,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,4,2.1739244,41.4110193,1.6126210
1508,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,2,55,5,1,,1,3,4,6,0,1,1,7,,5,3,5,3,0,0,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,3,3,5,1,5,4,5,5,3,5,5,1,1,,2,0,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,16,2.1238345,41.3919378,0.5724590
1509,1,20201022,10,Sant Martí,1,1,1,4,1,22,1,1,,5,,4,5,1,1,98,7,,5,0,5,0,1,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,4,1,1,2,2,5,2,1,4,1,3,4,4,4,1,1,98,1,6,2,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,5,3,,,,,,,,4,2,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10,2.1966021,41.3953073,0.7218840
1510,1,20201021,6,Gràcia,1,1,1,3,2,69,6,1,,3,,3,2,0,1,2,8,,2,0,2,0,0,1,0,,1,1,,1,,,,,,,1,1,1,3,5,1,5,1,2,4,3,3,5,5,5,5,4,5,2,1,4,1,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,1,1,2,3,4,5,,,5,2,,,,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,4,2.1577125,41.4146613,0.9138400
1515,1,20201021,10,Sant Martí,1,1,1,4,1,64,5,1,,3,,4,3,0,1,2,9,,3,2,1,0,0,0,0,,1,1,,1,,,,,,,1,2,1,4,1,5,5,1,5,2,5,2,5,5,5,3,3,5,2,2,2,99,2,2,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,1,,2,3,,,,,5,2,,,,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,6,2.19634,41.39204,0.6960400
1516,1,20201021,4,Les Corts,1,1,1,4,1,51,4,1,,1,3,3,2,0,1,2,8,,2,1,3,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,2,5,1,1,3,3,2,5,4,5,3,5,5,5,2,1,,1,0,,2,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,6,2.1229078,41.3774403,0.6702830
1518,1,20201021,1,Ciutat Vella,2,1,1,2,1,83,7,1,,3,,1,1,0,1,2,10,,0,1,0,0,0,0,0,,2,,,1,,,,,,,1,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,1,1,1,,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2.1889265,41.3788236,2.0547790
1522,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,1,88,7,1,,3,,3,2,0,1,98,98,,1,0,0,0,0,1,0,,1,1,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,2.134572,41.3965407,0.6055550
1523,1,20201021,2,Eixample,1,1,1,3,2,80,7,1,,3,,1,1,0,1,2,8,,1,0,1,0,0,0,0,,1,1,,1,,,,,,,1,3,1,2,5,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,4,,2,6,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2.1693896,41.4073432,0.9189770
1524,1,20201021,5,Sarrià - Sant Gervasi,1,1,2,5,1,24,1,1,,1,4,1,1,0,1,2,7,,1,0,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,4,2,1,2,5,4,2,4,5,3,5,3,3,2,1,1,2,2,2,3,,2,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2.1521036,41.3964977,0.7610760
1525,1,20201021,6,Gràcia,1,1,1,4,2,44,3,1,,1,98,1,1,0,1,1,6,,2,0,2,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,5,5,2,3,5,4,3,5,5,3,4,4,5,5,1,3,,1,0,,2,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,5,2.1517168,41.406638,0.7542070
1526,1,20201021,7,Horta - Guinardó,2,1,1,2,1,52,4,1,,1,4,5,2,0,1,2,9,,2,1,2,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,2,1,1,1,4,3,3,2,4,4,4,4,3,5,4,1,1,2,1,0,,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2.1470396,41.4041299,1.8575540
1527,1,20201021,8,Nou Barris,2,1,1,1,2,69,6,1,,3,,6,4,1,1,98,8,,3,1,0,0,0,1,0,,1,2,98,,,,0,,,,1,5,1,1,1,98,5,1,5,5,5,5,5,5,5,3,5,5,5,5,5,,2,0,,1,,2,,,,,,,,98,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,2,1,1,1,98,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2.1671988,41.438228,0.5989870
1528,1,20201021,7,Horta - Guinardó,1,1,1,2,2,63,5,1,,3,,4,6,2,1,2,8,,4,2,1,1,0,1,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,3,3,3,5,4,4,5,5,4,5,3,1,1,99,2,0,,2,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,1,,,,,5,,,2,2,,,,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,8,2.1334587,41.4275023,1.7400630
1529,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,2,55,5,1,,1,2,4,4,0,1,98,0,,5,1,3,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,3,1,5,5,2,4,4,5,2,4,5,4,5,5,5,5,5,5,,2,98,,,1,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,9,2.1435283,41.4001971,0.5724590
1530,1,20201021,7,Horta - Guinardó,1,1,1,2,2,50,4,1,,1,5,4,4,0,1,2,7,,4,0,2,0,0,0,0,,1,1,,1,,,,,,,1,4,1,5,2,5,5,2,4,3,5,2,5,5,5,5,5,5,5,5,5,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,6,2.1517356,41.4238506,1.6428030
1531,1,20201021,7,Horta - Guinardó,2,1,1,2,2,46,4,1,,4,,4,3,0,1,2,8,,3,0,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,5,1,5,5,1,5,2,5,5,5,5,5,4,3,5,5,5,3,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,4,,,1.6428030
1533,1,20201021,3,Sants - Montjuïc,2,1,1,2,2,35,3,3,380,2,,4,4,2,1,2,8,,2,0,1,1,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,2,5,1,1,1,2,2,5,5,3,5,4,5,2,1,1,2,1,0,,3,,2,,,,,5,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,4,2.1705951,41.3735592,1.6126210
1534,1,20201021,7,Horta - Guinardó,2,1,1,2,1,61,5,1,,3,,4,4,0,1,2,8,,4,0,4,0,1,0,0,,1,1,,1,,,,,,,1,1,1,4,5,5,5,1,2,2,3,2,5,4,5,3,3,5,5,2,5,,1,0,,4,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,2,5,3,,,,,,,,3,2,,,,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,8,2.1755151,41.4244458,1.7432580
1535,1,20201021,3,Sants - Montjuïc,2,1,1,2,2,20,1,1,,1,2,4,3,0,1,2,8,,3,1,2,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,2,2,3,1,1,4,5,3,5,5,5,1,5,,1,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,4,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,7,2.1395957,41.3823428,1.8311610
1536,1,20201021,10,Sant Martí,1,1,1,2,2,44,3,1,,1,3,4,4,2,1,2,7,,4,2,3,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,3,2,2,1,5,5,5,3,3,5,5,1,2,,1,0,,3,2,2,,2,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,2,,,,,,,,4,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,9,2.1930502,41.4136814,1.6126210
1537,1,20201021,5,Sarrià - Sant Gervasi,1,1,1,5,1,55,5,1,,2,,4,4,0,1,2,8,,4,1,1,0,0,0,0,,1,98,,1,,,,,,,1,4,1,5,5,5,5,1,1,5,5,2,5,5,1,5,1,5,5,5,5,,3,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,6,2.1510584,41.401381,0.6012520
1540,1,20201021,4,Les Corts,1,1,1,4,2,50,4,1,,4,,4,4,0,1,2,10,,4,1,3,0,1,1,0,,1,1,,1,,,,,,,1,2,1,5,2,5,5,1,5,1,3,1,5,5,5,5,4,5,5,1,1,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,8,2.1129568,41.3786486,0.7306450
1541,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,2,45,4,1,,1,5,5,3,2,1,2,6,,2,1,0,1,0,1,0,,1,2,1,1,,,,,,,1,1,1,1,1,5,5,5,5,4,4,5,5,5,1,5,5,5,5,5,1,,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,3,2,,,,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,4,2.1724069,41.3753813,0.6277690
1543,1,20201021,8,Nou Barris,1,1,1,1,2,46,4,1,,2,,6,5,1,2,,,2,2,1,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,5,1,5,5,5,5,5,5,2,5,5,1,1,1,5,5,5,5,,2,0,,2,,2,,,,,,,95,,,0,,,,,,,,,,,,,,,,,,2,4,3,,,,,,,,5,2,,,,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,4,,,0.5537460
1546,1,20201021,5,Sarrià - Sant Gervasi,1,1,1,5,2,67,6,1,,3,,1,1,0,1,2,8,,1,0,0,0,0,0,0,,1,1,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,2.1790071,41.3845837,0.6378260
1553,1,20201021,10,Sant Martí,3,1,2,2,2,18,1,1,,5,,4,3,0,1,2,10,,3,0,2,1,0,4,0,,1,1,,1,,,,,,,1,1,1,1,1,5,1,1,3,1,3,2,2,5,3,3,3,5,3,1,1,2,1,5,8,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,7,3,,,,,,,,4,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,6,2.1964214,41.4137708,1.8311610
1554,1,20201021,8,Nou Barris,2,1,1,1,1,62,5,1,,3,,3,2,0,1,2,9,,2,1,3,1,0,0,2,3,1,1,,1,2,,,,,,1,1,1,2,4,3,5,1,2,2,3,1,2,4,5,4,4,5,4,1,1,2,1,0,,2,,,,,,,,,,,,,,,,4,5,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,7,2.1816174,41.4441787,0.6081390
1557,1,20201021,8,Nou Barris,2,1,1,1,2,75,7,1,,3,,1,1,0,1,2,9,,1,1,0,1,0,0,0,,1,1,,1,,,,,,,2,2,2,4,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,4,2,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2.1775777,41.4339633,0.6166440
1562,1,20201021,2,Eixample,1,1,2,3,1,59,5,1,,3,,5,3,0,1,1,9,,1,1,1,1,0,0,0,,2,,,1,,,,,,,1,1,5,5,1,2,5,1,3,2,5,5,5,5,5,3,3,5,5,5,2,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,2,,,,,,,,3,2,,,,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,4,2.1716212,41.4022107,0.7415780
1565,1,20201021,6,Gràcia,1,1,1,4,1,66,6,1,,3,,4,3,0,1,2,8,,3,1,1,1,0,0,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,3,3,3,2,5,5,5,4,4,5,3,1,2,3,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,1,,,3,,5,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,6,2.1601779,41.4085309,0.7479180
1566,1,20201021,2,Eixample,2,1,1,3,2,66,6,1,,3,,4,3,0,1,2,9,,3,3,2,3,0,1,0,,1,1,,1,2,,,,,,1,1,1,2,5,5,5,2,2,2,5,3,2,5,4,3,2,4,5,2,4,,1,0,,2,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,2,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,11,2.1307388,41.3913748,0.9138400
1567,1,20201021,10,Sant Martí,2,1,1,2,1,24,1,3,586,1,5,6,5,1,1,2,7,,5,0,4,1,0,2,0,,1,1,,1,,,,,,,1,5,1,5,2,5,1,1,5,4,5,4,5,5,5,4,3,5,5,3,1,,1,0,,2,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,10,2.2142497,41.4155347,1.8520060
1568,1,20201021,9,Sant Andreu,1,1,1,2,1,56,5,1,,1,1,4,3,1,1,2,9,,3,1,2,2,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,5,5,5,1,4,3,5,3,3,5,5,3,3,5,3,1,4,2,1,0,,2,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,3,,,,,,,,3,2,,,,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,8,2.1906264,41.4381391,1.7432580
1569,1,20201021,5,Sarrià - Sant Gervasi,1,1,1,5,1,52,4,1,,1,2,4,3,0,1,2,8,,3,0,3,0,1,1,0,,1,1,,1,2,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,3,5,4,3,5,5,1,1,,2,6,1,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,6,2.1359327,41.4033887,0.7253570
1571,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,1,23,1,1,,1,5,1,1,0,1,2,7,,1,0,1,0,1,0,0,,1,1,,1,,,,,,,1,1,1,2,1,3,3,1,4,4,4,2,1,5,3,3,3,5,5,1,1,,1,5,6,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,2,10,2,,,,,,,,3,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2.1433005,41.4027976,0.7610760
1572,1,20201021,2,Eixample,1,1,1,3,1,57,5,1,,1,4,3,2,0,1,1,7,,4,2,3,0,0,0,1,3,1,1,,1,2,,,,,,1,1,1,1,1,5,5,1,1,1,4,3,3,5,5,5,4,5,5,5,2,,1,1,7,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,9,2.1724838,41.4042124,0.7415780
1573,1,20201021,1,Ciutat Vella,1,1,2,2,1,26,2,1,,1,5,2,4,0,1,2,6,,4,2,4,0,2,2,4,1,1,1,,,,3,,,,,1,1,1,4,1,4,1,1,3,4,2,1,5,4,3,5,4,4,4,1,1,98,3,6,98,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,3,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,10,2.1713109,41.379803,1.8377240
1580,1,20201021,6,Gràcia,1,1,1,4,1,43,3,1,,1,5,5,2,0,1,2,8,,1,2,1,0,0,0,1,2,1,1,,1,2,,,,,,1,1,1,4,5,5,1,1,3,2,2,1,5,4,5,3,3,5,5,1,1,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,4,2.1571306,41.4044612,0.7611000
1584,1,20201021,10,Sant Martí,2,1,1,4,1,57,5,1,,3,,4,3,1,1,2,8,,3,3,1,2,0,2,0,,1,1,,1,,,,,,,1,1,1,2,1,4,2,1,4,3,3,2,5,5,5,2,5,5,5,2,5,,1,0,,2,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,9,2.2137442,41.4061611,0.6960400
1585,1,20201021,4,Les Corts,1,1,1,4,1,58,5,1,,1,1,3,2,0,1,2,10,,2,1,1,1,0,1,0,,1,1,,1,2,,,,,,1,1,1,5,2,5,5,1,3,3,5,2,5,5,5,3,3,5,3,2,2,4,2,0,,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,1,,2,,,,,,5,2,,,,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,5,2.1279609,41.3840778,0.6960400
1586,1,20201021,3,Sants - Montjuïc,2,1,1,2,2,52,4,1,,1,5,4,4,1,1,2,9,,3,1,1,0,0,1,0,,1,1,,1,,,,,,,1,3,1,2,1,5,5,1,3,3,4,2,4,5,3,3,4,5,5,2,1,,1,1,9,,,2,,,,,5,,,,,0,,,,,,,,,,,,,,,,,,2,9,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,5,2.1392175,41.3636628,1.6428030
1587,1,20201021,7,Horta - Guinardó,1,1,1,2,2,32,2,1,,1,3,3,2,0,1,2,9,,2,1,2,0,0,1,0,,1,1,,1,,,,,,,1,1,1,1,1,5,1,3,1,3,5,3,5,4,5,3,1,3,5,1,1,,1,0,,2,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,5,2.1569221,41.4020458,2.0621540
1588,1,20201021,2,Eixample,1,1,1,3,2,81,7,1,,3,,1,1,0,2,,,6,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1604567,41.3757549,0.9189770
1590,1,20201021,6,Gràcia,2,1,1,4,1,45,4,1,,2,,4,3,1,1,2,5,,2,2,0,2,0,0,0,,1,1,,1,,,,,,,1,2,1,3,1,3,5,1,4,2,3,5,5,5,4,5,3,3,1,1,1,1,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,4,2,,,,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,6,2.1596739,41.4062535,0.6702830
1591,1,20201021,10,Sant Martí,1,1,1,4,2,45,4,1,,4,,4,4,0,1,2,8,,4,2,1,1,1,0,0,,1,1,,1,,,,,,,1,1,1,5,1,5,5,1,4,4,4,5,5,5,1,4,3,5,5,2,3,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,3,,,,,,,,4,2,,,,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,8,2.2036212,41.40724,0.7306450
1592,1,20201021,4,Les Corts,1,1,1,4,2,35,3,1,,4,,4,5,3,1,1,9,,2,1,1,0,0,1,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,2,3,2,1,5,4,5,4,4,5,2,2,3,2,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,1,,2,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,4,2.1364794,41.3818136,0.7542070
1593,1,20201021,10,Sant Martí,2,1,1,4,2,70,6,1,,3,,3,2,0,1,1,9,,2,1,0,0,0,0,0,,1,2,2,,,,0,,,,1,5,1,5,5,5,98,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,1,2,,,,2,1,2,2,2,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2.1903618,41.391853,0.7058720
1594,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,1,24,1,1,,1,2,3,2,0,1,2,9,,2,1,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,4,4,1,4,4,4,2,5,5,5,4,4,5,5,1,1,,1,0,,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,5,,,0.7610760
1596,1,20201021,9,Sant Andreu,1,1,1,2,2,29,2,1,,1,4,4,4,2,1,2,9,,2,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,3,1,5,5,1,4,2,3,2,1,4,5,4,4,5,5,1,2,,1,0,,1,99,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,4,2.1885513,41.4151906,2.0621540
1599,1,20201021,2,Eixample,2,1,1,3,1,42,3,3,826,1,3,1,1,0,1,2,10,,0,0,0,1,1,1,0,,2,,,1,2,,,,,,1,1,1,2,2,5,5,1,4,1,3,1,1,5,4,4,4,5,5,1,1,,1,99,,,0,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2.1749216,41.3993753,0.8457860
